63,Cat,Rei,2011,False,Tiene problemas graves de comportamiento,Persa,18,True
64,Cat,Troya,2010,False,Tiene problemas graves de comportamiento,Otro,30,True
65,Dog,Rei,2016,True,Necesita cuidados de salud menores pero importantes,Otro,20,False
66,Cat,Thor,2012,False,Tiene problemas graves de comportamiento,Angora,22,True
67,Dog,Baloo,2011,True,Necesita cuidados de salud menores pero importantes,Otro,27,False
68,Dog,Starsky,2015,False,Tiene problemas graves de comportamiento,Golden,5,True
69,Cat,Troya,2015,True,Necesita cuidados de salud menores pero importantes,Otro,9,False
70,Cat,Nana,2016,False,Tiene problemas graves de comportamiento,Otro,9,True
71,Dog,Baloo,2008,False,Aun necesita cuidados especializados urgentes,Labrador,30,False
72,Cat,Rocco,2012,False,Tiene problemas graves de comportamiento,Siames,24,True
73,Cat,Dumbo,2012,False,Tiene problemas graves de comportamiento,Angora,9,True
74,Dog,Luna,2016,True,Necesita cuidados de salud menores pero importantes,Golden,10,False
75,Dog,Akira,2008,False,Aun necesita cuidados especializados urgentes,Golden,6,False
76,Cat,Nana,2018,True,Necesita cuidados de salud menores pero importantes,Persa,6,False
77,Cat,Conan,2021,False,Tiene problemas graves de comportamiento,Otro,7,True
78,Dog,Potter,2019,True,Tiene una conducta ejemplar,Golden,27,True
79,Dog,Reina,2008,False,Aun necesita cuidados especializados urgentes,BullDog,9,False
80,Dog,Akira,2010,False,Aun necesita cuidados especializados urgentes,Otro,22,False
81,Cat,Rocky,2017,True,Es un animal muy amigable,Angora,30,True
82,Dog,Frank,2008,False,Tiene problemas graves de comportamiento,Otro,28,True
83,Cat,Dante,2019,True,Necesita cuidados de salud menores pero importantes,Angora,23,False
84,Cat,Merlín,2015,True,Necesita cuidados de salud menores pero importantes,Otro,20,False
85,Cat,Baloo,2015,False,Aun necesita cuidados especializados urgentes,Angora,24,False
86,Dog,Rei,2008,False,Tiene problemas graves de comportamiento,Otro,30,True
87,Cat,Golfo,2010,False,Tiene problemas graves de comportamiento,Siames,28,True
88,Dog,Nemo,2016,False,Aun necesita cuidados especializados urgentes,BullDog,6,False
89,Dog,Dino,2022,True,Necesita cuidados de salud menores pero importantes,Labrador,18,False
90,Dog,Uggie,2022,False,Tiene problemas graves de comportamiento,Labrador,6,True
91,Cat,Brian,2012,False,Tiene problemas graves de comportamiento,Otro,15,True
92,Dog,Beethoven,2018,False,Tiene problemas graves de comportamiento,Golden,24,True
93,Dog,Potter,2013,False,Tiene problemas graves de comportamiento,Golden,22,True
94,Dog,Thor,2009,False,Aun necesita cuidados especializados urgentes,Labrador,26,False
95,Cat,Thanos,2010,False,Tiene problemas graves de comportamiento,Siames,18,True
96,Cat,Hulk,2008,True,Tiene una conducta ejemplar,Persa,25,True
97,Cat,Rei,2012,False,Aun necesita cuidados especializados urgentes,Persa,24,False
98,Cat,Luna,2009,False,Tiene problemas graves de comportamiento,Otro,17,True
99,Cat,Totó,2017,False,Tiene problemas graves de comportamiento,Otro,11,True
100,Dog,Pepito,2013,True,Es muy agradable,Golden,20,True
